,real,pred,answer
1878,nevus,nevus,1
1879,nevus,nevus,1
1880,melanoma,nevus,0
1881,nevus,nevus,1
1882,nevus,nevus,1
1883,melanoma,nevus,0
1884,nevus,nevus,1
1885,nevus,nevus,1
1886,nevus,nevus,1
1887,nevus,nevus,1
1888,nevus,nevus,1
1889,nevus,nevus,1
1890,pigmented benign keratosis,pigmented benign keratosis,1
1891,nevus,nevus,1
1892,nevus,pigmented benign keratosis,0
1893,nevus,nevus,1
1894,nevus,nevus,1
1895,nevus,nevus,1
1896,nevus,nevus,1
1897,nevus,nevus,1
1898,nevus,nevus,1
1899,melanoma,nevus,0
1900,nevus,nevus,1
1901,melanoma,melanoma,1
1902,nevus,nevus,1
1903,nevus,nevus,1
1904,nevus,nevus,1
1905,nevus,nevus,1
1906,nevus,nevus,1
1907,basal cell carcinoma,basal cell carcinoma,1
1908,nevus,nevus,1
1909,nevus,nevus,1
1910,nevus,nevus,1
1911,nevus,nevus,1
1912,nevus,nevus,1
1913,pigmented benign keratosis,nevus,0
1914,melanoma,pigmented benign keratosis,0
1915,nevus,nevus,1
1916,melanoma,melanoma,1
1917,nevus,nevus,1
1918,nevus,basal cell carcinoma,0
1919,nevus,nevus,1
1920,actinic keratosis,basal cell carcinoma,0
1921,nevus,nevus,1
1922,nevus,nevus,1
1923,nevus,nevus,1
1924,pigmented benign keratosis,nevus,0
1925,nevus,nevus,1
1926,nevus,pigmented benign keratosis,0
1927,nevus,nevus,1
1928,melanoma,nevus,0
1929,nevus,nevus,1
1930,nevus,nevus,1
1931,melanoma,nevus,0
1932,nevus,nevus,1
1933,nevus,nevus,1
1934,pigmented benign keratosis,nevus,0
1935,nevus,nevus,1
1936,nevus,nevus,1
1937,pigmented benign keratosis,pigmented benign keratosis,1
1938,vascular lesion,nevus,0
1939,nevus,melanoma,0
1940,melanoma,pigmented benign keratosis,0
1941,melanoma,nevus,0
1942,basal cell carcinoma,basal cell carcinoma,1
1943,melanoma,pigmented benign keratosis,0
1944,nevus,nevus,1
1945,nevus,nevus,1
1946,pigmented benign keratosis,nevus,0
1947,nevus,nevus,1
1948,nevus,nevus,1
1949,basal cell carcinoma,basal cell carcinoma,1
1950,nevus,nevus,1
1951,melanoma,nevus,0
1952,nevus,nevus,1
1953,nevus,nevus,1
1954,nevus,nevus,1
1955,basal cell carcinoma,nevus,0
1956,nevus,nevus,1
1957,nevus,nevus,1
1958,nevus,nevus,1
1959,nevus,nevus,1
1960,nevus,nevus,1
1961,melanoma,melanoma,1
1962,nevus,nevus,1
1963,basal cell carcinoma,nevus,0
1964,melanoma,nevus,0
1965,nevus,nevus,1
1966,nevus,nevus,1
1967,nevus,nevus,1
1968,nevus,nevus,1
1969,nevus,nevus,1
1970,pigmented benign keratosis,nevus,0
1971,nevus,melanoma,0
1972,nevus,nevus,1
1973,nevus,nevus,1
1974,melanoma,nevus,0
1975,melanoma,nevus,0
1976,nevus,nevus,1
1977,nevus,nevus,1
1978,nevus,nevus,1
1979,nevus,nevus,1
1980,melanoma,nevus,0
1981,nevus,nevus,1
1982,nevus,nevus,1
1983,nevus,nevus,1
1984,nevus,pigmented benign keratosis,0
1985,nevus,nevus,1
1986,nevus,pigmented benign keratosis,0
1987,nevus,nevus,1
1988,pigmented benign keratosis,pigmented benign keratosis,1
1989,nevus,nevus,1
1990,nevus,pigmented benign keratosis,0
1991,nevus,nevus,1
1992,melanoma,melanoma,1
1993,nevus,nevus,1
1994,nevus,pigmented benign keratosis,0
1995,nevus,nevus,1
1996,basal cell carcinoma,basal cell carcinoma,1
1997,nevus,nevus,1
1998,nevus,pigmented benign keratosis,0
1999,melanoma,nevus,0
2000,nevus,nevus,1
2001,basal cell carcinoma,basal cell carcinoma,1
2002,nevus,nevus,1
2003,pigmented benign keratosis,pigmented benign keratosis,1
2004,nevus,nevus,1
2005,nevus,nevus,1
2006,nevus,nevus,1
2007,nevus,pigmented benign keratosis,0
2008,nevus,nevus,1
2009,melanoma,nevus,0
2010,pigmented benign keratosis,melanoma,0
2011,squamous cell carcinoma,nevus,0
2012,nevus,nevus,1
2013,melanoma,nevus,0
2014,nevus,nevus,1
2015,nevus,nevus,1
2016,nevus,nevus,1
2017,nevus,nevus,1
2018,melanoma,nevus,0
2019,nevus,nevus,1
2020,nevus,nevus,1
2021,nevus,nevus,1
2022,nevus,nevus,1
2023,actinic keratosis,nevus,0
2024,nevus,nevus,1
2025,nevus,nevus,1
2026,nevus,nevus,1
2027,nevus,nevus,1
2028,basal cell carcinoma,nevus,0
2029,nevus,nevus,1
2030,nevus,nevus,1
2031,nevus,nevus,1
2032,nevus,nevus,1
2033,basal cell carcinoma,nevus,0
2034,melanoma,melanoma,1
2035,nevus,nevus,1
2036,melanoma,nevus,0
2037,nevus,nevus,1
2038,melanoma,nevus,0
2039,melanoma,nevus,0
2040,nevus,nevus,1
2041,nevus,nevus,1
2042,nevus,pigmented benign keratosis,0
2043,nevus,nevus,1
2044,nevus,pigmented benign keratosis,0
2045,nevus,nevus,1
2046,nevus,nevus,1
2047,nevus,nevus,1
2048,nevus,nevus,1
2049,nevus,nevus,1
2050,nevus,nevus,1
2051,nevus,nevus,1
2052,melanoma,melanoma,1
2053,nevus,nevus,1
2054,melanoma,pigmented benign keratosis,0
2055,nevus,nevus,1
2056,nevus,nevus,1
2057,pigmented benign keratosis,pigmented benign keratosis,1
2058,nevus,nevus,1
2059,melanoma,nevus,0
2060,nevus,nevus,1
2061,nevus,nevus,1
2062,nevus,nevus,1
2063,basal cell carcinoma,basal cell carcinoma,1
2064,nevus,nevus,1
2065,nevus,nevus,1
2066,melanoma,nevus,0
2067,nevus,pigmented benign keratosis,0
2068,nevus,nevus,1
2069,basal cell carcinoma,basal cell carcinoma,1
2070,nevus,nevus,1
2071,nevus,nevus,1
2072,nevus,nevus,1
2073,actinic keratosis,nevus,0
2074,nevus,nevus,1
2075,melanoma,pigmented benign keratosis,0
2076,nevus,nevus,1
2077,nevus,nevus,1
2078,pigmented benign keratosis,pigmented benign keratosis,1
2079,melanoma,pigmented benign keratosis,0
2080,pigmented benign keratosis,nevus,0
2081,squamous cell carcinoma,nevus,0
2082,melanoma,nevus,0
2083,basal cell carcinoma,nevus,0
2084,nevus,nevus,1
2085,nevus,nevus,1
2086,nevus,nevus,1
2087,nevus,pigmented benign keratosis,0
2088,basal cell carcinoma,nevus,0
2089,nevus,nevus,1
2090,nevus,nevus,1
2091,nevus,nevus,1
2092,nevus,nevus,1
2093,melanoma,nevus,0
2094,nevus,nevus,1
2095,nevus,nevus,1
2096,nevus,nevus,1
2097,melanoma,nevus,0
2098,nevus,pigmented benign keratosis,0
2099,basal cell carcinoma,basal cell carcinoma,1
2100,nevus,nevus,1
2101,nevus,nevus,1
2102,nevus,nevus,1
2103,pigmented benign keratosis,nevus,0
2104,nevus,nevus,1
2105,nevus,nevus,1
2106,nevus,nevus,1
2107,nevus,nevus,1
2108,nevus,nevus,1
2109,nevus,nevus,1
2110,nevus,nevus,1
2111,nevus,nevus,1
2112,nevus,nevus,1
2113,dermatofibroma,nevus,0
2114,pigmented benign keratosis,pigmented benign keratosis,1
2115,pigmented benign keratosis,pigmented benign keratosis,1
2116,melanoma,nevus,0
2117,nevus,nevus,1
2118,nevus,nevus,1
2119,nevus,nevus,1
2120,melanoma,nevus,0
2121,nevus,nevus,1
2122,nevus,melanoma,0
2123,nevus,nevus,1
2124,melanoma,pigmented benign keratosis,0
2125,pigmented benign keratosis,nevus,0
2126,nevus,nevus,1
2127,nevus,nevus,1
2128,nevus,nevus,1
2129,nevus,nevus,1
2130,nevus,basal cell carcinoma,0
2131,melanoma,melanoma,1
2132,basal cell carcinoma,pigmented benign keratosis,0
2133,nevus,nevus,1
2134,nevus,nevus,1
2135,nevus,nevus,1
2136,melanoma,nevus,0
2137,pigmented benign keratosis,nevus,0
2138,melanoma,pigmented benign keratosis,0
2139,nevus,nevus,1
2140,pigmented benign keratosis,nevus,0
2141,nevus,nevus,1
2142,pigmented benign keratosis,nevus,0
2143,vascular lesion,nevus,0
2144,nevus,nevus,1
2145,pigmented benign keratosis,nevus,0
2146,basal cell carcinoma,nevus,0
2147,melanoma,nevus,0
2148,nevus,nevus,1
2149,nevus,nevus,1
2150,nevus,nevus,1
2151,nevus,nevus,1
2152,nevus,nevus,1
2153,melanoma,nevus,0
2154,nevus,pigmented benign keratosis,0
2155,nevus,nevus,1
2156,nevus,nevus,1
2157,squamous cell carcinoma,nevus,0
2158,nevus,basal cell carcinoma,0
2159,nevus,nevus,1
2160,squamous cell carcinoma,basal cell carcinoma,0
2161,pigmented benign keratosis,nevus,0
2162,dermatofibroma,nevus,0
2163,nevus,nevus,1
2164,nevus,nevus,1
2165,nevus,nevus,1
2166,melanoma,nevus,0
2167,nevus,nevus,1
2168,nevus,nevus,1
2169,nevus,nevus,1
2170,squamous cell carcinoma,nevus,0
2171,nevus,nevus,1
2172,squamous cell carcinoma,pigmented benign keratosis,0
2173,squamous cell carcinoma,nevus,0
2174,nevus,nevus,1
2175,nevus,nevus,1
2176,pigmented benign keratosis,nevus,0
2177,actinic keratosis,nevus,0
2178,pigmented benign keratosis,nevus,0
2179,basal cell carcinoma,nevus,0
2180,nevus,nevus,1
2181,nevus,nevus,1
2182,basal cell carcinoma,basal cell carcinoma,1
2183,nevus,nevus,1
2184,nevus,nevus,1
2185,nevus,nevus,1
2186,nevus,nevus,1
2187,nevus,nevus,1
2188,nevus,nevus,1
2189,nevus,nevus,1
2190,nevus,nevus,1
2191,nevus,nevus,1
2192,nevus,nevus,1
2193,nevus,nevus,1
2194,nevus,nevus,1
2195,nevus,nevus,1
2196,nevus,nevus,1
2197,nevus,nevus,1
2198,nevus,nevus,1
2199,melanoma,pigmented benign keratosis,0
2200,pigmented benign keratosis,nevus,0
2201,basal cell carcinoma,basal cell carcinoma,1
2202,nevus,nevus,1
2203,nevus,pigmented benign keratosis,0
2204,nevus,nevus,1
2205,nevus,nevus,1
2206,nevus,nevus,1
2207,pigmented benign keratosis,nevus,0
2208,nevus,nevus,1
2209,nevus,nevus,1
2210,basal cell carcinoma,pigmented benign keratosis,0
2211,nevus,nevus,1
2212,nevus,nevus,1
2213,nevus,pigmented benign keratosis,0
2214,nevus,nevus,1
2215,melanoma,nevus,0
2216,nevus,nevus,1
2217,nevus,nevus,1
2218,basal cell carcinoma,nevus,0
2219,nevus,nevus,1
2220,melanoma,nevus,0
2221,nevus,nevus,1
2222,squamous cell carcinoma,nevus,0
2223,nevus,nevus,1
2224,melanoma,pigmented benign keratosis,0
2225,nevus,nevus,1
2226,nevus,nevus,1
2227,nevus,nevus,1
2228,nevus,pigmented benign keratosis,0
2229,nevus,nevus,1
2230,nevus,nevus,1
2231,nevus,nevus,1
2232,nevus,nevus,1
2233,nevus,nevus,1
2234,melanoma,nevus,0
2235,squamous cell carcinoma,nevus,0
2236,nevus,nevus,1
2237,nevus,nevus,1
2238,pigmented benign keratosis,nevus,0
2239,nevus,nevus,1
2240,nevus,nevus,1
2241,nevus,nevus,1
2242,nevus,nevus,1
2243,melanoma,melanoma,1
2244,melanoma,pigmented benign keratosis,0
2245,nevus,nevus,1
2246,nevus,nevus,1
2247,nevus,nevus,1
2248,basal cell carcinoma,basal cell carcinoma,1
2249,nevus,nevus,1
2250,nevus,nevus,1
2251,nevus,pigmented benign keratosis,0
2252,nevus,nevus,1
2253,pigmented benign keratosis,nevus,0
2254,pigmented benign keratosis,nevus,0
2255,nevus,nevus,1
2256,nevus,nevus,1
2257,nevus,nevus,1
2258,nevus,nevus,1
2259,nevus,nevus,1
2260,nevus,nevus,1
2261,nevus,nevus,1
2262,nevus,nevus,1
2263,nevus,nevus,1
2264,nevus,nevus,1
2265,nevus,nevus,1
2266,nevus,nevus,1
2267,nevus,nevus,1
2268,nevus,nevus,1
2269,nevus,nevus,1
2270,nevus,nevus,1
2271,melanoma,nevus,0
2272,nevus,nevus,1
2273,actinic keratosis,basal cell carcinoma,0
2274,squamous cell carcinoma,basal cell carcinoma,0
2275,nevus,nevus,1
2276,basal cell carcinoma,pigmented benign keratosis,0
2277,melanoma,melanoma,1
2278,melanoma,pigmented benign keratosis,0
2279,pigmented benign keratosis,nevus,0
2280,pigmented benign keratosis,nevus,0
2281,nevus,nevus,1
2282,melanoma,pigmented benign keratosis,0
2283,nevus,nevus,1
2284,nevus,nevus,1
2285,nevus,nevus,1
2286,nevus,nevus,1
2287,nevus,nevus,1
2288,nevus,basal cell carcinoma,0
2289,nevus,nevus,1
2290,nevus,nevus,1
2291,basal cell carcinoma,nevus,0
2292,nevus,nevus,1
2293,basal cell carcinoma,nevus,0
2294,nevus,nevus,1
2295,nevus,nevus,1
2296,nevus,nevus,1
2297,nevus,nevus,1
2298,nevus,nevus,1
2299,nevus,nevus,1
2300,nevus,nevus,1
2301,pigmented benign keratosis,nevus,0
2302,vascular lesion,nevus,0
2303,nevus,nevus,1
2304,nevus,nevus,1
2305,nevus,nevus,1
2306,nevus,basal cell carcinoma,0
2307,nevus,nevus,1
2308,nevus,nevus,1
2309,nevus,nevus,1
2310,nevus,nevus,1
2311,nevus,nevus,1
2312,nevus,nevus,1
2313,pigmented benign keratosis,pigmented benign keratosis,1
2314,nevus,nevus,1
2315,nevus,nevus,1
2316,nevus,basal cell carcinoma,0
2317,nevus,nevus,1
2318,nevus,pigmented benign keratosis,0
2319,nevus,nevus,1
2320,nevus,nevus,1
2321,pigmented benign keratosis,basal cell carcinoma,0
2322,nevus,nevus,1
2323,nevus,nevus,1
2324,nevus,nevus,1
2325,melanoma,nevus,0
2326,melanoma,nevus,0
2327,basal cell carcinoma,nevus,0
2328,nevus,nevus,1
2329,nevus,nevus,1
2330,nevus,nevus,1
2331,nevus,nevus,1
2332,basal cell carcinoma,nevus,0
2333,nevus,nevus,1
2334,nevus,melanoma,0
2335,pigmented benign keratosis,nevus,0
2336,melanoma,nevus,0
2337,nevus,nevus,1
2338,nevus,pigmented benign keratosis,0
2339,nevus,nevus,1
2340,nevus,nevus,1
2341,pigmented benign keratosis,nevus,0
2342,nevus,nevus,1
2343,squamous cell carcinoma,nevus,0
2344,nevus,nevus,1
2345,pigmented benign keratosis,nevus,0
2346,pigmented benign keratosis,nevus,0
2347,nevus,nevus,1
2348,nevus,nevus,1
2349,nevus,nevus,1
2350,nevus,nevus,1
2351,nevus,nevus,1
2352,nevus,nevus,1
2353,nevus,nevus,1
2354,melanoma,nevus,0
2355,nevus,nevus,1
2356,nevus,nevus,1
2357,nevus,nevus,1
2358,pigmented benign keratosis,nevus,0
2359,dermatofibroma,pigmented benign keratosis,0
2360,pigmented benign keratosis,melanoma,0
2361,nevus,nevus,1
2362,nevus,nevus,1
2363,nevus,nevus,1
2364,nevus,nevus,1
2365,dermatofibroma,pigmented benign keratosis,0
2366,pigmented benign keratosis,pigmented benign keratosis,1
2367,nevus,nevus,1
2368,dermatofibroma,pigmented benign keratosis,0
2369,nevus,nevus,1
2370,nevus,nevus,1
2371,nevus,nevus,1
2372,nevus,nevus,1
2373,nevus,nevus,1
2374,nevus,nevus,1
2375,nevus,nevus,1
2376,nevus,nevus,1
2377,nevus,nevus,1
2378,nevus,nevus,1
2379,nevus,nevus,1
2380,nevus,nevus,1
2381,nevus,nevus,1
2382,nevus,nevus,1
2383,nevus,nevus,1
2384,nevus,nevus,1
2385,melanoma,nevus,0
2386,nevus,nevus,1
2387,nevus,nevus,1
2388,nevus,nevus,1
2389,nevus,nevus,1
2390,nevus,nevus,1
2391,nevus,nevus,1
2392,nevus,nevus,1
2393,melanoma,nevus,0
2394,nevus,nevus,1
2395,nevus,pigmented benign keratosis,0
2396,nevus,nevus,1
2397,vascular lesion,nevus,0
2398,nevus,nevus,1
2399,nevus,melanoma,0
2400,pigmented benign keratosis,pigmented benign keratosis,1
2401,melanoma,pigmented benign keratosis,0
2402,nevus,nevus,1
2403,nevus,nevus,1
2404,nevus,nevus,1
2405,nevus,pigmented benign keratosis,0
2406,nevus,nevus,1
2407,dermatofibroma,nevus,0
2408,nevus,nevus,1
2409,nevus,nevus,1
2410,pigmented benign keratosis,pigmented benign keratosis,1
2411,nevus,nevus,1
2412,basal cell carcinoma,nevus,0
2413,pigmented benign keratosis,nevus,0
2414,nevus,nevus,1
2415,melanoma,nevus,0
2416,nevus,nevus,1
2417,nevus,nevus,1
2418,nevus,nevus,1
2419,nevus,nevus,1
2420,melanoma,melanoma,1
2421,melanoma,basal cell carcinoma,0
2422,nevus,nevus,1
2423,nevus,nevus,1
2424,nevus,nevus,1
2425,pigmented benign keratosis,pigmented benign keratosis,1
2426,nevus,nevus,1
2427,melanoma,pigmented benign keratosis,0
2428,melanoma,nevus,0
2429,vascular lesion,nevus,0
2430,melanoma,pigmented benign keratosis,0
2431,nevus,nevus,1
2432,nevus,pigmented benign keratosis,0
2433,nevus,nevus,1
2434,nevus,nevus,1
2435,nevus,nevus,1
2436,nevus,nevus,1
2437,nevus,pigmented benign keratosis,0
2438,nevus,pigmented benign keratosis,0
2439,nevus,nevus,1
2440,nevus,nevus,1
2441,nevus,nevus,1
2442,melanoma,nevus,0
2443,nevus,nevus,1
2444,nevus,nevus,1
2445,actinic keratosis,pigmented benign keratosis,0
2446,nevus,nevus,1
2447,nevus,nevus,1
2448,nevus,nevus,1
2449,nevus,nevus,1
2450,melanoma,melanoma,1
2451,nevus,nevus,1
2452,nevus,nevus,1
2453,pigmented benign keratosis,pigmented benign keratosis,1
2454,nevus,nevus,1
2455,nevus,pigmented benign keratosis,0
2456,nevus,nevus,1
2457,nevus,nevus,1
2458,nevus,nevus,1
2459,nevus,nevus,1
2460,nevus,nevus,1
2461,nevus,nevus,1
2462,pigmented benign keratosis,pigmented benign keratosis,1
2463,nevus,nevus,1
2464,melanoma,nevus,0
2465,nevus,nevus,1
2466,nevus,nevus,1
2467,pigmented benign keratosis,melanoma,0
2468,nevus,nevus,1
2469,nevus,nevus,1
2470,melanoma,nevus,0
2471,nevus,nevus,1
2472,nevus,nevus,1
2473,pigmented benign keratosis,nevus,0
2474,nevus,nevus,1
2475,nevus,nevus,1
2476,pigmented benign keratosis,pigmented benign keratosis,1
2477,melanoma,nevus,0
2478,pigmented benign keratosis,basal cell carcinoma,0
2479,nevus,nevus,1
2480,nevus,nevus,1
2481,nevus,melanoma,0
2482,nevus,nevus,1
2483,pigmented benign keratosis,pigmented benign keratosis,1
2484,nevus,nevus,1
2485,nevus,nevus,1
2486,basal cell carcinoma,pigmented benign keratosis,0
2487,nevus,nevus,1
2488,nevus,nevus,1
2489,nevus,nevus,1
2490,nevus,pigmented benign keratosis,0
2491,melanoma,nevus,0
2492,nevus,nevus,1
2493,nevus,nevus,1
2494,nevus,nevus,1
2495,nevus,nevus,1
2496,nevus,nevus,1
2497,nevus,basal cell carcinoma,0
2498,nevus,nevus,1
2499,nevus,melanoma,0
2500,nevus,nevus,1
2501,nevus,nevus,1
2502,nevus,nevus,1
2503,melanoma,nevus,0
2504,nevus,nevus,1
2505,melanoma,nevus,0
2506,nevus,nevus,1
2507,nevus,nevus,1
2508,nevus,nevus,1
2509,nevus,nevus,1
2510,vascular lesion,nevus,0
2511,nevus,nevus,1
2512,nevus,nevus,1
2513,nevus,nevus,1
2514,nevus,nevus,1
2515,nevus,nevus,1
2516,melanoma,nevus,0
2517,nevus,nevus,1
2518,melanoma,pigmented benign keratosis,0
2519,pigmented benign keratosis,nevus,0
2520,nevus,nevus,1
2521,nevus,nevus,1
2522,nevus,melanoma,0
2523,nevus,nevus,1
2524,melanoma,pigmented benign keratosis,0
2525,nevus,nevus,1
2526,nevus,nevus,1
2527,basal cell carcinoma,nevus,0
2528,basal cell carcinoma,basal cell carcinoma,1
2529,nevus,nevus,1
2530,pigmented benign keratosis,basal cell carcinoma,0
2531,vascular lesion,nevus,0
2532,pigmented benign keratosis,basal cell carcinoma,0
2533,nevus,nevus,1
2534,nevus,nevus,1
2535,pigmented benign keratosis,nevus,0
2536,melanoma,nevus,0
2537,basal cell carcinoma,nevus,0
2538,nevus,nevus,1
2539,nevus,nevus,1
2540,pigmented benign keratosis,nevus,0
2541,nevus,nevus,1
2542,melanoma,nevus,0
2543,squamous cell carcinoma,pigmented benign keratosis,0
2544,nevus,nevus,1
2545,nevus,pigmented benign keratosis,0
2546,nevus,nevus,1
2547,nevus,nevus,1
2548,pigmented benign keratosis,nevus,0
2549,melanoma,nevus,0
2550,nevus,nevus,1
2551,nevus,nevus,1
2552,vascular lesion,nevus,0
2553,nevus,nevus,1
2554,nevus,nevus,1
2555,melanoma,melanoma,1
2556,nevus,nevus,1
2557,melanoma,nevus,0
2558,nevus,nevus,1
2559,nevus,nevus,1
2560,nevus,nevus,1
2561,dermatofibroma,nevus,0
2562,nevus,nevus,1
2563,nevus,nevus,1
2564,basal cell carcinoma,basal cell carcinoma,1
2565,nevus,nevus,1
2566,nevus,nevus,1
2567,squamous cell carcinoma,nevus,0
2568,nevus,nevus,1
2569,nevus,nevus,1
2570,basal cell carcinoma,nevus,0
2571,nevus,nevus,1
2572,nevus,nevus,1
2573,basal cell carcinoma,basal cell carcinoma,1
2574,nevus,nevus,1
2575,pigmented benign keratosis,nevus,0
2576,pigmented benign keratosis,nevus,0
2577,nevus,nevus,1
2578,nevus,nevus,1
2579,basal cell carcinoma,nevus,0
2580,nevus,nevus,1
2581,nevus,nevus,1
2582,nevus,nevus,1
2583,nevus,melanoma,0
2584,nevus,nevus,1
2585,nevus,nevus,1
2586,nevus,nevus,1
2587,nevus,nevus,1
2588,melanoma,nevus,0
2589,pigmented benign keratosis,pigmented benign keratosis,1
2590,nevus,nevus,1
2591,nevus,nevus,1
2592,nevus,nevus,1
2593,nevus,nevus,1
2594,nevus,nevus,1
2595,nevus,nevus,1
2596,nevus,nevus,1
2597,melanoma,nevus,0
2598,nevus,nevus,1
2599,nevus,nevus,1
2600,nevus,nevus,1
2601,basal cell carcinoma,nevus,0
2602,nevus,nevus,1
2603,nevus,nevus,1
2604,nevus,nevus,1
2605,nevus,nevus,1
2606,nevus,nevus,1
2607,nevus,nevus,1
2608,nevus,nevus,1
2609,nevus,nevus,1
2610,pigmented benign keratosis,pigmented benign keratosis,1
2611,melanoma,nevus,0
2612,nevus,nevus,1
2613,nevus,nevus,1
2614,nevus,nevus,1
2615,nevus,melanoma,0
2616,nevus,nevus,1
2617,nevus,nevus,1
2618,nevus,nevus,1
2619,nevus,nevus,1
2620,pigmented benign keratosis,nevus,0
2621,melanoma,nevus,0
2622,basal cell carcinoma,nevus,0
2623,nevus,nevus,1
2624,actinic keratosis,basal cell carcinoma,0
2625,nevus,nevus,1
2626,nevus,nevus,1
2627,melanoma,nevus,0
2628,nevus,nevus,1
2629,nevus,nevus,1
2630,nevus,nevus,1
2631,nevus,nevus,1
2632,nevus,nevus,1
2633,pigmented benign keratosis,nevus,0
2634,nevus,nevus,1
2635,nevus,nevus,1
2636,nevus,nevus,1
2637,nevus,nevus,1
2638,nevus,nevus,1
2639,nevus,nevus,1
2640,squamous cell carcinoma,nevus,0
2641,nevus,nevus,1
2642,nevus,nevus,1
2643,nevus,nevus,1
2644,nevus,nevus,1
2645,nevus,nevus,1
2646,nevus,nevus,1
2647,nevus,nevus,1
2648,melanoma,nevus,0
2649,melanoma,nevus,0
2650,pigmented benign keratosis,nevus,0
2651,melanoma,pigmented benign keratosis,0
2652,pigmented benign keratosis,nevus,0
2653,nevus,nevus,1
2654,nevus,nevus,1
2655,pigmented benign keratosis,pigmented benign keratosis,1
2656,nevus,nevus,1
2657,pigmented benign keratosis,pigmented benign keratosis,1
2658,nevus,nevus,1
2659,nevus,nevus,1
2660,nevus,pigmented benign keratosis,0
2661,nevus,nevus,1
2662,nevus,nevus,1
2663,nevus,nevus,1
2664,nevus,nevus,1
2665,nevus,pigmented benign keratosis,0
2666,nevus,nevus,1
2667,nevus,nevus,1
2668,nevus,nevus,1
2669,nevus,nevus,1
2670,nevus,nevus,1
2671,vascular lesion,nevus,0
2672,nevus,nevus,1
2673,nevus,nevus,1
2674,nevus,nevus,1
2675,nevus,nevus,1
2676,nevus,nevus,1
2677,nevus,nevus,1
2678,pigmented benign keratosis,nevus,0
2679,nevus,nevus,1
2680,nevus,nevus,1
2681,nevus,nevus,1
2682,nevus,nevus,1
2683,nevus,nevus,1
2684,nevus,nevus,1
2685,nevus,nevus,1
2686,squamous cell carcinoma,pigmented benign keratosis,0
2687,vascular lesion,nevus,0
2688,nevus,nevus,1
2689,nevus,nevus,1
2690,nevus,nevus,1
2691,melanoma,nevus,0
2692,nevus,nevus,1
2693,nevus,nevus,1
2694,pigmented benign keratosis,basal cell carcinoma,0
2695,nevus,nevus,1
2696,nevus,nevus,1
2697,squamous cell carcinoma,nevus,0
2698,nevus,basal cell carcinoma,0
2699,nevus,nevus,1
2700,melanoma,nevus,0
2701,nevus,nevus,1
2702,squamous cell carcinoma,basal cell carcinoma,0
2703,pigmented benign keratosis,melanoma,0
2704,nevus,nevus,1
2705,nevus,nevus,1
2706,pigmented benign keratosis,nevus,0
2707,nevus,nevus,1
2708,pigmented benign keratosis,nevus,0
2709,nevus,nevus,1
2710,pigmented benign keratosis,nevus,0
2711,nevus,nevus,1
2712,pigmented benign keratosis,nevus,0
2713,pigmented benign keratosis,pigmented benign keratosis,1
2714,nevus,nevus,1
2715,vascular lesion,nevus,0
2716,nevus,pigmented benign keratosis,0
2717,vascular lesion,melanoma,0
2718,melanoma,pigmented benign keratosis,0
2719,melanoma,nevus,0
2720,melanoma,pigmented benign keratosis,0
2721,nevus,nevus,1
2722,dermatofibroma,nevus,0
2723,nevus,nevus,1
2724,nevus,nevus,1
2725,nevus,nevus,1
2726,nevus,nevus,1
2727,melanoma,melanoma,1
2728,nevus,nevus,1
2729,nevus,nevus,1
2730,pigmented benign keratosis,pigmented benign keratosis,1
2731,nevus,nevus,1
2732,nevus,nevus,1
2733,pigmented benign keratosis,pigmented benign keratosis,1
2734,nevus,nevus,1
2735,basal cell carcinoma,pigmented benign keratosis,0
2736,nevus,nevus,1
2737,nevus,nevus,1
2738,nevus,melanoma,0
2739,nevus,nevus,1
2740,nevus,nevus,1
2741,nevus,nevus,1
2742,nevus,nevus,1
2743,nevus,nevus,1
2744,nevus,nevus,1
2745,nevus,nevus,1
2746,nevus,nevus,1
2747,nevus,nevus,1
2748,nevus,nevus,1
2749,nevus,pigmented benign keratosis,0
2750,nevus,nevus,1
2751,nevus,nevus,1
2752,nevus,nevus,1
2753,nevus,nevus,1
2754,nevus,nevus,1
2755,nevus,nevus,1
2756,nevus,nevus,1
2757,nevus,nevus,1
2758,pigmented benign keratosis,nevus,0
2759,nevus,nevus,1
2760,nevus,nevus,1
2761,nevus,nevus,1
2762,nevus,nevus,1
2763,nevus,nevus,1
2764,nevus,nevus,1
2765,nevus,nevus,1
2766,nevus,nevus,1
2767,nevus,nevus,1
2768,nevus,nevus,1
2769,nevus,nevus,1
2770,nevus,nevus,1
2771,nevus,nevus,1
2772,nevus,nevus,1
2773,basal cell carcinoma,nevus,0
2774,nevus,nevus,1
2775,nevus,nevus,1
2776,basal cell carcinoma,basal cell carcinoma,1
2777,nevus,nevus,1
2778,nevus,nevus,1
2779,nevus,nevus,1
2780,nevus,nevus,1
2781,melanoma,melanoma,1
2782,nevus,nevus,1
2783,nevus,nevus,1
2784,nevus,nevus,1
2785,nevus,nevus,1
2786,nevus,nevus,1
2787,nevus,nevus,1
2788,nevus,nevus,1
2789,nevus,nevus,1
2790,nevus,nevus,1
2791,nevus,nevus,1
2792,squamous cell carcinoma,basal cell carcinoma,0
2793,nevus,pigmented benign keratosis,0
2794,vascular lesion,nevus,0
2795,nevus,nevus,1
2796,pigmented benign keratosis,melanoma,0
2797,melanoma,nevus,0
2798,nevus,nevus,1
